Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      82/164         bool dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::aliases<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) const [802]
-----------------------------------------------
                0.00    0.00      82/82          void dlib::blas_bindings::matrix_assign_blas<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&) [200]
[201]    0.0    0.00    0.00      82         void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::type, bool, bool) [201]
                0.00    0.00      82/82          void dlib::blas_bindings::matrix_assign_blas_helper<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >, void>::assign<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&, double, bool, bool) [202]
-----------------------------------------------
                0.00    0.00      82/82          void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::type, bool, bool) [201]
[202]    0.0    0.00    0.00      82         void dlib::blas_bindings::matrix_assign_blas_helper<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >, void>::assign<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&, double, bool, bool) [202]
                0.00    0.00      82/82          dlib::enable_if_c<(dlib::ma::matrix_is_vector<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, void>::value==(true))||(dlib::ma::matrix_is_vector<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > >, void>::value==(true)), void>::type dlib::default_matrix_multiply<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > const&) [208]
                0.00    0.00      82/50960       void dlib::blas_bindings::zero_matrix<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&) [133]
-----------------------------------------------
                0.00    0.00      82/82          dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > > const&) [199]
[203]    0.0    0.00    0.00      82         dlib::disable_if<dlib::ma::is_small_matrix<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >, void>, void>::type dlib::matrix_assign<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > > const&) [203]
                0.00    0.00      82/82          dlib::enable_if_c<(((dlib::is_same_type<double, float>::value||dlib::is_same_type<double, double>::value)||dlib::is_same_type<double, std::complex<float> >::value)||dlib::is_same_type<double, std::complex<double> >::value)&&dlib::blas_bindings::has_matrix_multiply<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >::value, void>::type dlib::matrix_assign_big<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&) [204]
                0.00    0.00      82/390         dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >::ref() const [750]
-----------------------------------------------
                0.00    0.00      82/82          dlib::disable_if<dlib::ma::is_small_matrix<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >, void>, void>::type dlib::matrix_assign<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > > const&) [203]
[204]    0.0    0.00    0.00      82         dlib::enable_if_c<(((dlib::is_same_type<double, float>::value||dlib::is_same_type<double, double>::value)||dlib::is_same_type<double, std::complex<float> >::value)||dlib::is_same_type<double, std::complex<double> >::value)&&dlib::blas_bindings::has_matrix_multiply<dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >::value, void>::type dlib::matrix_assign_big<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&) [204]
                0.00    0.00      82/82          void dlib::blas_bindings::matrix_assign_blas<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&) [200]
-----------------------------------------------
                0.00    0.00     574/574         dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::operator()(long, long) const [206]
[205]    0.0    0.00    0.00     574         double const dlib::matrix_multiply_helper<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > >, 0l, 0l>::eval<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > >, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >(dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > const&, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&, long, long) [205]
                0.00    0.00    4592/4592        dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::operator()(long, long) const [210]
                0.00    0.00    4592/4592        dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::nc() const [323]
                0.00    0.00    4592/6648        dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > >::operator()(long, long) const [592]
-----------------------------------------------
                0.00    0.00     574/574         dlib::disable_if<dlib::ma::has_column_major_layout<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, void>, void>::type dlib::matrix_assign_default<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > const&, dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::type, bool) [207]
[206]    0.0    0.00    0.00     574         dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::operator()(long, long) const [206]
